,epoch,loss_mean,loss_std,proposal_width,acceptance_rate,walltime
0,0,0.9219904960885762,0.3877531459676694,"tensor(0.5627, device='cuda:0')","tensor(0.5017, device='cuda:0', dtype=torch.float32)",0.03583661400080018
1,1,0.8939945131970406,0.370959355930453,"tensor(0.5736, device='cuda:0')","tensor(0.4980, device='cuda:0', dtype=torch.float32)",0.034800925001036376
2,2,0.8907898580686883,0.3699427103543478,"tensor(0.5734, device='cuda:0')","tensor(0.4963, device='cuda:0', dtype=torch.float32)",0.034021718998701544
3,3,0.8568829315733051,0.3607411046661249,"tensor(0.5674, device='cuda:0')","tensor(0.5125, device='cuda:0', dtype=torch.float32)",0.034412708000672865
4,4,0.8434396829758827,0.3552235558329966,"tensor(0.5745, device='cuda:0')","tensor(0.4968, device='cuda:0', dtype=torch.float32)",0.034613436000654474
5,5,0.8338850033269576,0.3544632782688911,"tensor(0.5777, device='cuda:0')","tensor(0.4919, device='cuda:0', dtype=torch.float32)",0.03090336500099511
6,6,0.832996425277679,0.34368915660853816,"tensor(0.5805, device='cuda:0')","tensor(0.5281, device='cuda:0', dtype=torch.float32)",0.024615611000626814
7,7,0.8116878338127278,0.3363514574719151,"tensor(0.5844, device='cuda:0')","tensor(0.5156, device='cuda:0', dtype=torch.float32)",0.024408856999798445
8,8,0.7941566364645194,0.3317997067031311,"tensor(0.5804, device='cuda:0')","tensor(0.5054, device='cuda:0', dtype=torch.float32)",0.024061892001554952
9,9,0.7980452444759274,0.3267840880236734,"tensor(0.5859, device='cuda:0')","tensor(0.5002, device='cuda:0', dtype=torch.float32)",0.02450397899883683
10,10,0.7826991038200889,0.3190493231933203,"tensor(0.5858, device='cuda:0')","tensor(0.4875, device='cuda:0', dtype=torch.float32)",0.024305160999574582
11,11,0.7715578791843221,0.3161745094965787,"tensor(0.5892, device='cuda:0')","tensor(0.5078, device='cuda:0', dtype=torch.float32)",0.024775625999609474
12,12,0.7658215450010621,0.30577258747647823,"tensor(0.5663, device='cuda:0')","tensor(0.4939, device='cuda:0', dtype=torch.float32)",0.02408447400011937
13,13,0.7597316137406547,0.3021376474220953,"tensor(0.5658, device='cuda:0')","tensor(0.4905, device='cuda:0', dtype=torch.float32)",0.023120199000914
14,14,0.7560603986721836,0.3032953166966662,"tensor(0.5817, device='cuda:0')","tensor(0.5059, device='cuda:0', dtype=torch.float32)",0.024295422999784932
15,15,0.743382045026352,0.2885704018611928,"tensor(0.5762, device='cuda:0')","tensor(0.4854, device='cuda:0', dtype=torch.float32)",0.02334321499984071
16,16,0.7335622740788779,0.2876644675742656,"tensor(0.5862, device='cuda:0')","tensor(0.4978, device='cuda:0', dtype=torch.float32)",0.02689544399981969
17,17,0.7359747280315252,0.28465654817653524,"tensor(0.5766, device='cuda:0')","tensor(0.4939, device='cuda:0', dtype=torch.float32)",0.024774322999292053
18,18,0.7170534204824268,0.27825792140368133,"tensor(0.5968, device='cuda:0')","tensor(0.5212, device='cuda:0', dtype=torch.float32)",0.02465841800039925
19,19,0.7108638289193413,0.27257092861411014,"tensor(0.5639, device='cuda:0')","tensor(0.5000, device='cuda:0', dtype=torch.float32)",0.02468138699987321
20,20,0.6985981962833183,0.27035500178653904,"tensor(0.5861, device='cuda:0')","tensor(0.5002, device='cuda:0', dtype=torch.float32)",0.025980315998822334
21,21,0.6883792777774311,0.26607590845476514,"tensor(0.5667, device='cuda:0')","tensor(0.4883, device='cuda:0', dtype=torch.float32)",0.024177973000405473
22,22,0.6806789190793228,0.2569080649556334,"tensor(0.5614, device='cuda:0')","tensor(0.4941, device='cuda:0', dtype=torch.float32)",0.023615295998752117
23,23,0.6807919597234449,0.2563802537671695,"tensor(0.5655, device='cuda:0')","tensor(0.4878, device='cuda:0', dtype=torch.float32)",0.02419153099981486
24,24,0.6741813008125997,0.24886926733036926,"tensor(0.5502, device='cuda:0')","tensor(0.4702, device='cuda:0', dtype=torch.float32)",0.02522903099998075
25,25,0.6679753396308414,0.24456719977267927,"tensor(0.5846, device='cuda:0')","tensor(0.4990, device='cuda:0', dtype=torch.float32)",0.02439349999986007
26,26,0.6689085084964288,0.2428460211385689,"tensor(0.5581, device='cuda:0')","tensor(0.4873, device='cuda:0', dtype=torch.float32)",0.025452039999436238
27,27,0.6569235003502809,0.23822135425715923,"tensor(0.5674, device='cuda:0')","tensor(0.5125, device='cuda:0', dtype=torch.float32)",0.02417876800063823
28,28,0.6556587796643525,0.2363506405507219,"tensor(0.5501, device='cuda:0')","tensor(0.4985, device='cuda:0', dtype=torch.float32)",0.024682330000359798
29,29,0.6546823100508339,0.22656642121948734,"tensor(0.5447, device='cuda:0')","tensor(0.4961, device='cuda:0', dtype=torch.float32)",0.024160659999324707
30,30,0.6488305305709876,0.22247480551311194,"tensor(0.5298, device='cuda:0')","tensor(0.5032, device='cuda:0', dtype=torch.float32)",0.024632384000142338
31,31,0.6445628310495295,0.21610802332387244,"tensor(0.5230, device='cuda:0')","tensor(0.4805, device='cuda:0', dtype=torch.float32)",0.02420135499960452
32,32,0.6393133552280307,0.21567486955458587,"tensor(0.5088, device='cuda:0')","tensor(0.4844, device='cuda:0', dtype=torch.float32)",0.024727306999920984
33,33,0.639132662230727,0.21207537476837285,"tensor(0.5162, device='cuda:0')","tensor(0.5022, device='cuda:0', dtype=torch.float32)",0.024165941998944618
34,34,0.6420123365208021,0.2086934335080136,"tensor(0.4971, device='cuda:0')","tensor(0.5137, device='cuda:0', dtype=torch.float32)",0.024436378000245895
35,35,0.6318355502303784,0.20392215467333885,"tensor(0.4677, device='cuda:0')","tensor(0.4890, device='cuda:0', dtype=torch.float32)",0.024632702999952016
36,36,0.6265824461960233,0.20587103885734426,"tensor(0.4542, device='cuda:0')","tensor(0.4958, device='cuda:0', dtype=torch.float32)",0.024494675000823918
37,37,0.6138436805777299,0.20453307865356513,"tensor(0.4350, device='cuda:0')","tensor(0.4990, device='cuda:0', dtype=torch.float32)",0.024660016999405343
38,38,0.588237964642742,0.2111766857168341,"tensor(0.4471, device='cuda:0')","tensor(0.5198, device='cuda:0', dtype=torch.float32)",0.024550217000069097
39,39,0.5284405541999064,0.20979029664505436,"tensor(0.4172, device='cuda:0')","tensor(0.5278, device='cuda:0', dtype=torch.float32)",0.024763388999417657
40,40,0.4301086351000557,0.156776505484366,"tensor(0.4785, device='cuda:0')","tensor(0.5161, device='cuda:0', dtype=torch.float32)",0.024297027999637066
41,41,0.41773210178746656,0.14886596116078826,"tensor(0.5551, device='cuda:0')","tensor(0.5049, device='cuda:0', dtype=torch.float32)",0.02540656099881744
42,42,0.41912377641701726,0.15461384022606695,"tensor(0.6301, device='cuda:0')","tensor(0.5059, device='cuda:0', dtype=torch.float32)",0.024362741000004462
43,43,0.42163578299276044,0.1571572093695548,"tensor(0.6990, device='cuda:0')","tensor(0.5051, device='cuda:0', dtype=torch.float32)",0.025349939000079758
44,44,0.4269361538213253,0.16063262978830706,"tensor(0.7394, device='cuda:0')","tensor(0.5071, device='cuda:0', dtype=torch.float32)",0.024332230001164135
45,45,0.43009258341205736,0.16257110780264494,"tensor(0.7492, device='cuda:0')","tensor(0.5059, device='cuda:0', dtype=torch.float32)",0.02534138100054406
46,46,0.43056988420481956,0.16614892216760718,"tensor(0.7849, device='cuda:0')","tensor(0.4983, device='cuda:0', dtype=torch.float32)",0.024334110999916447
47,47,0.43025469896198787,0.16741833110159218,"tensor(0.7562, device='cuda:0')","tensor(0.4897, device='cuda:0', dtype=torch.float32)",0.02474158599943621
48,48,0.4258574279079001,0.16764619516656346,"tensor(0.7806, device='cuda:0')","tensor(0.5273, device='cuda:0', dtype=torch.float32)",0.02420338299998548
49,49,0.42123538757056017,0.16647799749617312,"tensor(0.7698, device='cuda:0')","tensor(0.5059, device='cuda:0', dtype=torch.float32)",0.0248378269989189
50,50,0.41911694690985035,0.16900912090942502,"tensor(0.7496, device='cuda:0')","tensor(0.4988, device='cuda:0', dtype=torch.float32)",0.02456231299947831
51,51,0.41891102856281565,0.16813534336317965,"tensor(0.7560, device='cuda:0')","tensor(0.5103, device='cuda:0', dtype=torch.float32)",0.02532743299889262
52,52,0.41783685090937106,0.16678974862123727,"tensor(0.7351, device='cuda:0')","tensor(0.4893, device='cuda:0', dtype=torch.float32)",0.024997014999826206
53,53,0.4125868678830419,0.16374491687139395,"tensor(0.7260, device='cuda:0')","tensor(0.5044, device='cuda:0', dtype=torch.float32)",0.024749189000431215
54,54,0.40604209034872557,0.16428672363114694,"tensor(0.7260, device='cuda:0')","tensor(0.4998, device='cuda:0', dtype=torch.float32)",0.025495175999822095
55,55,0.40357805266031954,0.16187390358300613,"tensor(0.7274, device='cuda:0')","tensor(0.4993, device='cuda:0', dtype=torch.float32)",0.02427465700020548
56,56,0.403944625117331,0.16782483987788693,"tensor(0.7398, device='cuda:0')","tensor(0.5171, device='cuda:0', dtype=torch.float32)",0.025276106998717296
57,57,0.39783048612126015,0.16467855285210445,"tensor(0.7365, device='cuda:0')","tensor(0.5061, device='cuda:0', dtype=torch.float32)",0.024279736999233137
58,58,0.39504804978837754,0.16164760725830576,"tensor(0.7277, device='cuda:0')","tensor(0.5012, device='cuda:0', dtype=torch.float32)",0.025233117001334904
59,59,0.38849079494165695,0.16436999989612006,"tensor(0.7099, device='cuda:0')","tensor(0.4924, device='cuda:0', dtype=torch.float32)",0.024217088999648695
60,60,0.3854619387396468,0.1608775943768423,"tensor(0.7062, device='cuda:0')","tensor(0.5005, device='cuda:0', dtype=torch.float32)",0.024966235001556925
61,61,0.3778122414026819,0.15971699380828416,"tensor(0.7265, device='cuda:0')","tensor(0.5061, device='cuda:0', dtype=torch.float32)",0.02427739099948667
62,62,0.378730500403633,0.15585510200084715,"tensor(0.7063, device='cuda:0')","tensor(0.5027, device='cuda:0', dtype=torch.float32)",0.024708770999495755
63,63,0.3728295379509986,0.1545278232040442,"tensor(0.6959, device='cuda:0')","tensor(0.5007, device='cuda:0', dtype=torch.float32)",0.024283695000121952
64,64,0.37405952971731604,0.15247797647763592,"tensor(0.6993, device='cuda:0')","tensor(0.4990, device='cuda:0', dtype=torch.float32)",0.024756127000728156
65,65,0.3665716552977152,0.15015593809905636,"tensor(0.7215, device='cuda:0')","tensor(0.5056, device='cuda:0', dtype=torch.float32)",0.024228415999459685
66,66,0.3620975749012154,0.1518691198056997,"tensor(0.6958, device='cuda:0')","tensor(0.4824, device='cuda:0', dtype=torch.float32)",0.024916451000535744
67,67,0.3558560603605557,0.14873442614457913,"tensor(0.7061, device='cuda:0')","tensor(0.5039, device='cuda:0', dtype=torch.float32)",0.02467213900126808
68,68,0.3525454786738176,0.14702296707053467,"tensor(0.6834, device='cuda:0')","tensor(0.5022, device='cuda:0', dtype=torch.float32)",0.024528650999855017
