,epoch,loss,energy_mean,energy_std,CI,proposal_width,acceptance_rate,walltime
0,0,0.3363395929336548,1.5238685607910156,0.015951549634337425,-0.44219648625023844,0.6851552724838257,"tensor(0.5007, device='cuda:0')",0.1461145370003578
1,1,0.30011069774627686,1.558809518814087,0.015262024477124214,-0.44219648625023844,0.6601695418357849,"tensor(0.5059, device='cuda:0')",0.05760232900047413
2,2,0.36791616678237915,1.4891518354415894,0.017051804810762405,-0.44219648625023844,0.6665894985198975,"tensor(0.5054, device='cuda:0')",0.05678035499931866
3,3,0.3354322910308838,1.5206313133239746,0.01603703945875168,-0.44219648625023844,0.6627326011657715,"tensor(0.4983, device='cuda:0')",0.055105272000218974
4,4,0.38586699962615967,1.510086178779602,0.016718154773116112,-0.44219648625023844,0.6647463440895081,"tensor(0.5083, device='cuda:0')",0.0566181760004838
5,5,0.3151912987232208,1.5537257194519043,0.014971766620874405,-0.44219648625023844,0.6461361050605774,"tensor(0.4944, device='cuda:0')",0.06746048799959681
6,6,0.3589857816696167,1.5224941968917847,0.016113968566060066,-0.44219648625023844,0.6415083408355713,"tensor(0.4805, device='cuda:0')",0.06738502799998969
7,7,0.3178200423717499,1.5013821125030518,0.016125723719596863,-0.44219648625023844,0.6666828393936157,"tensor(0.5000, device='cuda:0')",0.054621918000520964
8,8,0.3113897442817688,1.5229038000106812,0.01585216075181961,-0.44219648625023844,0.6572768092155457,"tensor(0.4976, device='cuda:0')",0.04925002599975414
9,9,0.2837914526462555,1.5623366832733154,0.014568458311259747,-0.44219648625023844,0.6722493171691895,"tensor(0.5002, device='cuda:0')",0.04898015500020847
10,10,0.299987256526947,1.5171096324920654,0.01569044031202793,-0.44219648625023844,0.6639927625656128,"tensor(0.5117, device='cuda:0')",0.04858905999935814
11,11,0.3523660898208618,1.465043544769287,0.017085246741771698,-0.44219648625023844,0.6739326119422913,"tensor(0.5068, device='cuda:0')",0.05196748400067008
12,12,0.31153929233551025,1.5335352420806885,0.015302309766411781,-0.44219648625023844,0.6582575440406799,"tensor(0.5076, device='cuda:0')",0.05806863300040277
13,13,0.3586849272251129,1.4769272804260254,0.01749924011528492,-0.44219648625023844,0.6455406546592712,"tensor(0.4849, device='cuda:0')",0.05111697899974388
14,14,0.3615710139274597,1.4736489057540894,0.017169535160064697,-0.44219648625023844,0.667497456073761,"tensor(0.5029, device='cuda:0')",0.05096543000036036
15,15,0.35811126232147217,1.525949478149414,0.015950750559568405,-0.44219648625023844,0.6598590016365051,"tensor(0.4941, device='cuda:0')",0.047487004000686284
16,16,0.36380234360694885,1.4877135753631592,0.01685231178998947,-0.44219648625023844,0.6681036949157715,"tensor(0.5020, device='cuda:0')",0.04953819700040185
17,17,0.32685524225234985,1.5223461389541626,0.015500123612582684,-0.44219648625023844,0.6465030908584595,"tensor(0.4971, device='cuda:0')",0.04917440000008355
18,18,0.2880423665046692,1.554288625717163,0.01455449964851141,-0.44219648625023844,0.6572791934013367,"tensor(0.5066, device='cuda:0')",0.050155945000369684
19,19,0.2993932366371155,1.539007544517517,0.015015563927590847,-0.44219648625023844,0.6570452451705933,"tensor(0.4861, device='cuda:0')",0.04874818200005393
20,20,0.3843575119972229,1.4751863479614258,0.017225682735443115,-0.44219648625023844,0.6827043294906616,"tensor(0.5024, device='cuda:0')",0.05072424599984515
21,21,0.3328952193260193,1.5227117538452148,0.015529327094554901,-0.44219648625023844,0.6661093831062317,"tensor(0.4956, device='cuda:0')",0.054230264000580064
22,22,0.3362770676612854,1.4930295944213867,0.01640271581709385,-0.44219648625023844,0.6567333936691284,"tensor(0.4871, device='cuda:0')",0.05511436400047387
23,23,0.31838977336883545,1.5098252296447754,0.015845106914639473,-0.44219648625023844,0.6810671091079712,"tensor(0.5110, device='cuda:0')",0.05622335699990799
24,24,0.35159868001937866,1.475951075553894,0.016865050420165062,-0.44219648625023844,0.6589165329933167,"tensor(0.4934, device='cuda:0')",0.05251060000045982
25,25,0.34974467754364014,1.4501137733459473,0.017341172322630882,-0.44219648625023844,0.67689049243927,"tensor(0.5076, device='cuda:0')",0.05862736699964444
26,26,0.34039485454559326,1.5077757835388184,0.015979008749127388,-0.44219648625023844,0.6407434940338135,"tensor(0.4836, device='cuda:0')",0.05388004699943849
27,27,0.33217161893844604,1.4933183193206787,0.016360078006982803,-0.44219648625023844,0.6599167585372925,"tensor(0.4863, device='cuda:0')",0.05620307299977867
28,28,0.33176201581954956,1.5092225074768066,0.01562511920928955,-0.44219648625023844,0.6514919996261597,"tensor(0.5146, device='cuda:0')",0.05319523400066828
29,29,0.3608212172985077,1.473229169845581,0.01672114059329033,-0.44219648625023844,0.6652923226356506,"tensor(0.4937, device='cuda:0')",0.05492088700066233
30,30,0.32540714740753174,1.5016303062438965,0.01602557860314846,-0.44219648625023844,0.6650213599205017,"tensor(0.4946, device='cuda:0')",0.05524409700046817
31,31,0.3397925794124603,1.4803986549377441,0.01656590960919857,-0.44219648625023844,0.6578285098075867,"tensor(0.4939, device='cuda:0')",0.05425031699996907
32,32,0.36295193433761597,1.4827659130096436,0.016611792147159576,-0.44219648625023844,0.6554940342903137,"tensor(0.4844, device='cuda:0')",0.05698398299955443
33,33,0.36979907751083374,1.4506216049194336,0.01700415275990963,-0.44219648625023844,0.664288341999054,"tensor(0.4976, device='cuda:0')",0.05498500599969702
34,34,0.381063848733902,1.4615098237991333,0.01717854104936123,-0.44219648625023844,0.6675025820732117,"tensor(0.5049, device='cuda:0')",0.05595219699989684
