,epoch,loss,energy_mean,energy_std,CI,proposal_width,acceptance_rate,walltime
0,0,0.28967779874801636,-2.838813304901123,0.33409321308135986,-2.4246472961370475,0.5029321312904358,"tensor(0.5107, device='cuda:0')",0.08774733599784668
1,1,0.0691724494099617,-2.853361129760742,0.3782408535480499,-2.4246472961370475,0.5216507911682129,"tensor(0.4824, device='cuda:0')",0.040514521999284625
2,2,0.05434540659189224,-2.847348928451538,0.5101109147071838,-2.4246472961370475,0.5314988493919373,"tensor(0.5002, device='cuda:0')",0.03673798100135173
3,3,0.06025725230574608,-2.869157314300537,0.36391952633857727,-2.4246472961370475,0.5218809247016907,"tensor(0.4995, device='cuda:0')",0.03733113400085131
4,4,0.14893083274364471,-2.8762803077697754,0.2793179154396057,-2.4246472961370475,0.5204375386238098,"tensor(0.4971, device='cuda:0')",0.03715501300030155
5,5,0.1978803426027298,-2.8663759231567383,0.2794119715690613,-2.4246472961370475,0.49332061409950256,"tensor(0.5044, device='cuda:0')",0.0319396439990669
6,6,0.22482669353485107,-2.8713505268096924,0.3054269254207611,-2.4246472961370475,0.5042358636856079,"tensor(0.4924, device='cuda:0')",0.03241779800009681
7,7,0.1940436065196991,-2.8642849922180176,0.29488158226013184,-2.4246472961370475,0.5136995315551758,"tensor(0.4919, device='cuda:0')",0.03260444199986523
8,8,0.15618568658828735,-2.878136157989502,0.27798566222190857,-2.4246472961370475,0.5172145366668701,"tensor(0.5020, device='cuda:0')",0.032810978998895735
9,9,0.08495800942182541,-2.8841025829315186,0.29728636145591736,-2.4246472961370475,0.5305802226066589,"tensor(0.5022, device='cuda:0')",0.03341865299807978
10,10,0.05895673483610153,-2.889498233795166,0.3432757258415222,-2.4246472961370475,0.5448991060256958,"tensor(0.5054, device='cuda:0')",0.03324323800188722
11,11,0.07951989769935608,-2.8851993083953857,0.4111182987689972,-2.4246472961370475,0.552341639995575,"tensor(0.5068, device='cuda:0')",0.034540502001618734
12,12,0.101349838078022,-2.887418270111084,0.43171003460884094,-2.4246472961370475,0.5550257563591003,"tensor(0.5066, device='cuda:0')",0.03227903500010143
13,13,0.11736613512039185,-2.9019968509674072,0.41353940963745117,-2.4246472961370475,0.5365808606147766,"tensor(0.4780, device='cuda:0')",0.0315849309990881
14,14,0.08455396443605423,-2.895108699798584,0.3629762828350067,-2.4246472961370475,0.5616108775138855,"tensor(0.5125, device='cuda:0')",0.03226839499984635
15,15,0.08388003706932068,-2.895447254180908,0.3749004304409027,-2.4246472961370475,0.5588687658309937,"tensor(0.4958, device='cuda:0')",0.032212910999078304
16,16,0.11723867803812027,-2.899240493774414,0.3727021813392639,-2.4246472961370475,0.5470093488693237,"tensor(0.5027, device='cuda:0')",0.03204634199937573
17,17,0.146234929561615,-2.895132303237915,0.36264950037002563,-2.4246472961370475,0.5250837802886963,"tensor(0.4998, device='cuda:0')",0.032556081998336595
18,18,0.14898023009300232,-2.8908610343933105,0.37405145168304443,-2.4246472961370475,0.5289848446846008,"tensor(0.5054, device='cuda:0')",0.03236457399907522
19,19,0.10628069937229156,-2.888003349304199,0.3482690155506134,-2.4246472961370475,0.5292356014251709,"tensor(0.4905, device='cuda:0')",0.03282986600243021
20,20,0.09194402396678925,-2.886497735977173,0.364144891500473,-2.4246472961370475,0.5637056231498718,"tensor(0.5034, device='cuda:0')",0.0320898970021517
21,21,0.06535253673791885,-2.8963942527770996,0.36809054017066956,-2.4246472961370475,0.5486650466918945,"tensor(0.4980, device='cuda:0')",0.032372038996982155
22,22,0.059429462999105453,-2.8955957889556885,0.37519127130508423,-2.4246472961370475,0.5721421241760254,"tensor(0.5037, device='cuda:0')",0.0317724630003795
23,23,0.14145001769065857,-2.9130942821502686,0.43414971232414246,-2.4246472961370475,0.5471186637878418,"tensor(0.5100, device='cuda:0')",0.03198487899862812
24,24,0.0997883602976799,-2.8972582817077637,0.41872289776802063,-2.4246472961370475,0.542341947555542,"tensor(0.4990, device='cuda:0')",0.03237266200085287
25,25,0.09066604822874069,-2.9038867950439453,0.3783119022846222,-2.4246472961370475,0.5560795068740845,"tensor(0.4873, device='cuda:0')",0.032274724002490984
26,26,0.07652552425861359,-2.9049158096313477,0.35527095198631287,-2.4246472961370475,0.5368520617485046,"tensor(0.4814, device='cuda:0')",0.032137878999492386
27,27,0.08188604563474655,-2.899601936340332,0.3431561291217804,-2.4246472961370475,0.5470068454742432,"tensor(0.4939, device='cuda:0')",0.03169639900079346
28,28,0.11672604829072952,-2.895735740661621,0.3292897641658783,-2.4246472961370475,0.5308871865272522,"tensor(0.5076, device='cuda:0')",0.03242670100007672
29,29,0.12600131332874298,-2.9005792140960693,0.3283112347126007,-2.4246472961370475,0.5344639420509338,"tensor(0.4905, device='cuda:0')",0.03181294499881915
30,30,0.13194331526756287,-2.900942087173462,0.3091523051261902,-2.4246472961370475,0.5397827625274658,"tensor(0.5000, device='cuda:0')",0.031515213999227853
31,31,0.11950302124023438,-2.896663188934326,0.3004080653190613,-2.4246472961370475,0.5428669452667236,"tensor(0.4983, device='cuda:0')",0.029775525003060466
32,32,0.09256339073181152,-2.891328811645508,0.2894470691680908,-2.4246472961370475,0.5493988394737244,"tensor(0.4922, device='cuda:0')",0.03089687199826585
33,33,0.11012005060911179,-2.899630546569824,0.2995452880859375,-2.4246472961370475,0.5397139191627502,"tensor(0.4880, device='cuda:0')",0.03053950700268615
34,34,0.11015128344297409,-2.9061381816864014,0.31996962428092957,-2.4246472961370475,0.545162558555603,"tensor(0.5076, device='cuda:0')",0.030507808001857484
