,epoch,loss,energy_mean,energy_std,CI,proposal_width,acceptance_rate,walltime
0,0,-1.8443659543991089,16.371896743774414,0.0825176164507865,12.340797247825751,0.3283736407756805,"tensor(0.4922, device='cuda:0')",0.1422952300017641
1,1,-1.3374888896942139,16.622058868408203,0.08851737529039383,12.340797247825753,0.2899300456047058,"tensor(0.4924, device='cuda:0')",0.14489692899951478
2,2,-1.7180719375610352,16.296035766601562,0.08428104221820831,12.340797247825753,0.3268907070159912,"tensor(0.4863, device='cuda:0')",0.09443216399813537
3,3,-1.7877328395843506,16.270931243896484,0.08189288526773453,12.340797247825753,0.3361234664916992,"tensor(0.5078, device='cuda:0')",0.07354698199924314
4,4,-1.7198865413665771,16.196613311767578,0.08198536932468414,12.340797247825753,0.32610252499580383,"tensor(0.4763, device='cuda:0')",0.07373946799998521
5,5,-2.2433419227600098,16.398216247558594,0.08415462076663971,12.340797247825753,0.3402213454246521,"tensor(0.5198, device='cuda:0')",0.07093401800011634
6,6,-2.07661771774292,16.16992950439453,0.08217337727546692,12.340797247825753,0.3232956528663635,"tensor(0.4937, device='cuda:0')",0.0726651810000476
7,7,-2.128988265991211,16.29948616027832,0.08335640281438828,12.340797247825753,0.331849604845047,"tensor(0.4951, device='cuda:0')",0.07047695099754492
8,8,-1.907630443572998,16.271427154541016,0.08097534626722336,12.340797247825753,0.33651599287986755,"tensor(0.5020, device='cuda:0')",0.07105762399805826
9,9,-1.9881471395492554,16.28135108947754,0.08151444792747498,12.340797247825753,0.32642507553100586,"tensor(0.4971, device='cuda:0')",0.06987949600079446
10,10,-2.2260971069335938,16.15231704711914,0.08144975453615189,12.340797247825753,0.32626453042030334,"tensor(0.4998, device='cuda:0')",0.07638318599856575
11,11,-2.098499298095703,16.274490356445312,0.0803062841296196,12.340797247825753,0.33328965306282043,"tensor(0.5076, device='cuda:0')",0.0697904650005512
12,12,-2.383859634399414,16.409709930419922,0.08290866017341614,12.340797247825753,0.33316367864608765,"tensor(0.4883, device='cuda:0')",0.0702219070008141
13,13,-1.890023946762085,16.12384796142578,0.07872085273265839,12.340797247825753,0.3335929811000824,"tensor(0.4924, device='cuda:0')",0.0734126200004539
14,14,-1.9686777591705322,16.00448226928711,0.07959132641553879,12.340797247825753,0.3341916501522064,"tensor(0.5076, device='cuda:0')",0.08608144900063053
15,15,-2.0422959327697754,16.117691040039062,0.07981576770544052,12.340797247825753,0.3355095386505127,"tensor(0.5012, device='cuda:0')",0.07837526399816852
16,16,-2.3201217651367188,16.259628295898438,0.0801662728190422,12.340797247825753,0.33204418420791626,"tensor(0.5002, device='cuda:0')",0.07540285199866048
17,17,-2.074436664581299,15.997800827026367,0.07973089814186096,12.340797247825753,0.3399159014225006,"tensor(0.4988, device='cuda:0')",0.07064180900124484
18,18,-2.2561469078063965,16.00969886779785,0.08018911629915237,12.340797247825753,0.3295685052871704,"tensor(0.4917, device='cuda:0')",0.07506075700075598
19,19,-1.805808663368225,15.954081535339355,0.07866396009922028,12.340797247825753,0.3391917645931244,"tensor(0.5110, device='cuda:0')",0.07193336999989697
20,20,-2.211909294128418,15.937332153320312,0.07868542522192001,12.340797247825753,0.3436691462993622,"tensor(0.5056, device='cuda:0')",0.07033730200055288
21,21,-2.5991060733795166,16.07550048828125,0.0799611434340477,12.340797247825753,0.3441076874732971,"tensor(0.5051, device='cuda:0')",0.0717428980024124
22,22,-2.176104784011841,15.985724449157715,0.07937905937433243,12.340797247825753,0.3390240967273712,"tensor(0.5056, device='cuda:0')",0.07506029399883118
23,23,-1.8839668035507202,15.84697437286377,0.07737820595502853,12.340797247825753,0.34235918521881104,"tensor(0.5027, device='cuda:0')",0.07397675800166326
24,24,-2.295456886291504,15.919979095458984,0.07920899242162704,12.340797247825753,0.3467820882797241,"tensor(0.5122, device='cuda:0')",0.07554930500191404
25,25,-2.32318115234375,15.941039085388184,0.07957610487937927,12.340797247825753,0.3415190875530243,"tensor(0.4961, device='cuda:0')",0.0715240880017518
26,26,-2.165816307067871,15.741435050964355,0.07744194567203522,12.340797247825753,0.34736207127571106,"tensor(0.5046, device='cuda:0')",0.06935854800030938
27,27,-2.293705463409424,15.801536560058594,0.07762091606855392,12.340797247825753,0.33793455362319946,"tensor(0.4934, device='cuda:0')",0.07217493899952387
28,28,-2.211559295654297,15.769674301147461,0.07811746746301651,12.340797247825753,0.3262074589729309,"tensor(0.4980, device='cuda:0')",0.07144871499986039
29,29,-2.3528990745544434,15.852033615112305,0.07921547442674637,12.340797247825753,0.34698379039764404,"tensor(0.5078, device='cuda:0')",0.07233795299907797
30,30,-2.2080681324005127,15.841644287109375,0.07842441648244858,12.340797247825753,0.3367061913013458,"tensor(0.4932, device='cuda:0')",0.06813875199804897
31,31,-2.2593202590942383,15.738154411315918,0.07869251072406769,12.340797247825753,0.33131733536720276,"tensor(0.4944, device='cuda:0')",0.07202753599995049
