,epoch,loss,energy_mean,energy_std,CI,proposal_width,acceptance_rate,walltime
0,0,0.31086185574531555,0.8091037273406982,2.0261168479919434,-2.4246472961370475,0.7213522791862488,tensor(0.5059),0.1937629870000137
